"days.since.exposed","fever","meanIncubate","outcome","yymin","yymax"
1.4,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.129658429240594,0.267080782518395
1.4,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.267080782518395,1
1.5,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
1.5,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
1.5,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.0647621823156459
1.5,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.0647621823156459,0.111524073199864
1.5,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.111524073199864,0.115687356348727
1.5,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.115687356348727,0.137891533142662
1.5,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.137891533142662,0.274013922646452
1.5,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.274013922646452,1
1.6,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
1.6,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
1.6,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.0710205042974799
1.6,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.0710205042974799,0.117469479082606
1.6,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.117469479082606,0.122035082930301
1.6,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.122035082930301,0.146384970118008
1.6,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.146384970118008,0.281166290625691
1.6,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.281166290625691,1
1.7,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
1.7,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
1.7,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.0774469811372891
1.7,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.0774469811372891,0.123574632080425
1.7,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.123574632080425,0.128553366582107
1.7,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.128553366582107,0.155106617257749
1.7,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.155106617257749,0.288510835585473
1.7,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.288510835585473,1
1.8,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
1.8,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
1.8,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.0840179839792225
1.8,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.0840179839792225,0.129817084780261
1.8,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.129817084780261,0.135218240893211
1.8,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.135218240893211,0.164024406828945
1.8,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.164024406828945,0.296020553119112
1.8,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.296020553119112,1
1.9,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
1.9,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
1.9,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.0907101485826905
1.9,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.0907101485826905,0.136174641153556
1.9,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.136174641153556,0.142006007848158
1.9,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.142006007848158,0.173106630219366
1.9,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.173106630219366,0.303668741237361
1.9,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.303668741237361,1
2,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.0975005695378811
2,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.0975005695378811,0.142625541060987
2,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.142625541060987,0.148893434816994
2,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.148893434816994,0.182322201515696
2,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.182322201515696,0.311429222329007
2,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.311429222329007,1
2.1,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.1,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.1,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.104366966274538
2.1,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.104366966274538,0.149148617960811
2.1,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.149148617960811,0.155857922935603
2.1,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.155857922935603,0.191640882801159
2.1,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.191640882801159,0.319276532885187
2.1,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.319276532885187,1
2.2,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.2,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.2,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.111287822615815
2.2,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.111287822615815,0.155723431485024
2.2,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.155723431485024,0.162877648653183
2.2,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.162877648653183,0.201033473550034
2.2,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.201033473550034,0.327186082989502
2.2,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.327186082989502,1
2.3,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.3,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.3,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.118242501765481
2.3,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.118242501765481,0.162330376677207
2.3,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.162330376677207,0.16993168036213
2.3,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.16993168036213,0.210471966681724
2.3,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.210471966681724,0.335134287731978
2.3,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.335134287731978,1
2.4,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.4,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.4,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.12521133869003
2.4,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.12521133869003,0.168950771755529
2.4,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.168950771755529,0.177000072099888
2.4,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.177000072099888,0.21992967393647
2.4,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.21992967393647,0.343098672788606
2.4,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.343098672788606,1
2.5,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.5,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.5,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.132175711880022
2.5,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.132175711880022,0.175566926286021
2.5,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.175566926286021,0.184063936335451
2.5,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.184063936335451,0.229381323265744
2.5,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.229381323265744,0.351057956434311
2.5,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.351057956434311,1
2.6,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.6,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.6,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.139118096458055
2.6,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.139118096458055,0.182162191635152
2.6,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.182162191635152,0.191105497836027
2.6,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.191105497836027,0.23880313090736
2.6,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.23880313090736,0.358992110237777
2.6,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.358992110237777,1
2.7,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.7,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.7,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.14602210055309
2.7,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.14602210055309,0.188720995525436
2.7,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.188720995525436,0.198108130560992
2.7,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.198108130560992,0.248172850750623
2.7,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.248172850750623,0.366882400632103
2.7,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.366882400632103,1
2.8,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.8,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.8,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.152872486789888
2.8,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.152872486789888,0.195228862450394
2.8,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.195228862450394,0.205056379458315
2.8,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.205056379458315,0.257469803500563
2.8,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.257469803500563,0.374711413474158
2.8,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.374711413474158,1
2.9,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
2.9,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
2.9,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.159655180654351
2.9,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.159655180654351,0.201672421621633
2.9,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.201672421621633,0.211935968949413
2.9,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.211935968949413,0.266674888030905
2.9,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.266674888030905,0.382463063604972
2.9,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.382463063604972,1
3,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.166357267395674
3,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.166357267395674,0.20803940402589
3,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.20803940402589,0.218733799787041
3,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.218733799787041,0.275770577179843
3,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.275770577179843,0.390122591309342
3,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.390122591309342,1
3.1,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3.1,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3.1,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.172966979018616
3.1,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.172966979018616,0.214318630067685
3.1,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.214318630067685,0.225437935861739
3.1,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.225437935861739,0.284740900096693
3.1,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.284740900096693,0.397676547449847
3.1,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.397676547449847,1
3.2,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3.2,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3.2,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.179473672807275
3.2,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.179473672807275,0.220499989166911
3.2,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.220499989166911,0.232037582418807
3.2,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.232037582418807,0.293571413095587
3.2,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.293571413095587,0.4051127689226
3.2,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.4051127689226,1
3.3,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3.3,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3.3,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.185867802708298
3.3,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.185867802708298,0.226574412572883
3.3,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.226574412572883,0.238523057032702
3.3,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.238523057032702,0.302249160818404
3.3,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.302249160818404,0.41242034595234
3.3,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.41242034595234,1
3.4,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3.4,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3.4,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.192140884788545
3.4,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.192140884788545,0.232533840549118
3.4,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.232533840549118,0.244885754571239
3.4,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.244885754571239,0.310762629355883
3.4,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.310762629355883,0.41958958261548
3.4,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.41958958261548,1
3.5,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3.5,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3.5,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.198285457871652
3.5,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.198285457871652,0.238371184978069
3.5,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.238371184978069,0.251118107269818
3.5,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.251118107269818,0.319101692825813
3.5,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.319101692825813,0.426611951853316
3.5,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.426611951853316,1
3.6,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3.6,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3.6,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.204295040350913
3.6,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.204295040350913,0.244080288333367
3.6,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.244080288333367,0.257213540927354
3.6,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.257213540927354,0.327257554761953
3.6,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.327257554761953,0.433480046115329
3.6,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.433480046115329,1
3.7,"50% symptomatic","Mean incubation 4.5d","detected: departure fever screen",0,0
3.7,"50% symptomatic","Mean incubation 4.5d","detected: departure risk screen",0,0
3.7,"50% symptomatic","Mean incubation 4.5d","detected: arrival fever screen",0,0.210164084073461
3.7,"50% symptomatic","Mean incubation 4.5d","detected: arrival risk screen",0.210164084073461,0.249655879869788
3.7,"50% symptomatic","Mean incubation 4.5d","missed: had both",0.249655879869788,0.263166428131653
3.7,"50% symptomatic","Mean incubation 4.5d","missed: had fever",0.263166428131653,0.335222685528269
3.7,"50% symptomatic","Mean incubation 4.5d","missed: had risk awareness",0.335222685528269,0.440187524655384
3.7,"50% symptomatic","Mean incubation 4.5d","missed: undetectable",0.440187524655384,1
