"days.since.exposed","fever","meanIncubate","outcome","yymin","yymax"
2.1,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.161084095033736,0.194199196545562
2.1,"50% subclinical","Mean incubation 4.5d","missed: had both",0.194199196545562,0.19781776351802
2.1,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.19781776351802,0.223549795322166
2.1,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.223549795322166,0.319276532885187
2.1,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.319276532885187,1
2.2,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0472314825720103
2.2,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0472314825720103,0.0948699084434098
2.2,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.0948699084434098,0.169184404018047
2.2,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.169184404018047,0.201979756491019
2.2,"50% subclinical","Mean incubation 4.5d","missed: had both",0.201979756491019,0.205751356830333
2.2,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.205751356830333,0.232571625909901
2.2,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.232571625909901,0.327186082989502
2.2,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.327186082989502,1
2.3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0528444666998251
2.3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0528444666998251,0.100202243364834
2.3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.100202243364834,0.177391049686657
2.3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.177391049686657,0.209862455620078
2.3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.209862455620078,0.213779932632652
2.3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.213779932632652,0.241637546944287
2.3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.241637546944287,0.335134287731978
2.3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.335134287731978,1
2.4,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0586956847035959
2.4,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0586956847035959,0.105760900468416
2.4,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.105760900468416,0.185679041896054
2.4,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.185679041896054,0.217823290242262
2.4,"50% subclinical","Mean incubation 4.5d","missed: had both",0.217823290242262,0.221879286141785
2.4,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.221879286141785,0.250721923649504
2.4,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.250721923649504,0.343098672788606
2.4,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.343098672788606,1
2.5,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0647621823156459
2.5,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0647621823156459,0.111524073199864
2.5,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.111524073199864,0.19402414824598
2.5,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.19402414824598,0.225838984499428
2.5,"50% subclinical","Mean incubation 4.5d","missed: had both",0.225838984499428,0.230026018383348
2.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.230026018383348,0.259800481557886
2.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.259800481557886,0.351057956434311
2.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.351057956434311,1
2.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0710205042974799
2.6,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0710205042974799,0.117469479082606
2.6,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.117469479082606,0.202403035359934
2.6,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.202403035359934,0.23388712606941
2.6,"50% subclinical","Mean incubation 4.5d","missed: had both",0.23388712606941,0.238197663700027
2.6,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.238197663700027,0.268850375739965
2.6,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.268850375739965,0.358992110237777
2.6,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.358992110237777,1
2.7,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0774469811372891
2.7,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0774469811372891,0.123574632080425
2.7,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.123574632080425,0.210793385149563
2.7,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.210793385149563,0.241946277841028
2.7,"50% subclinical","Mean incubation 4.5d","missed: had both",0.241946277841028,0.246372793504311
2.7,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.246372793504311,0.277850238220993
2.7,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.277850238220993,0.366882400632103
2.7,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.366882400632103,1
2.8,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0840179839792225
2.8,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0840179839792225,0.129817084780261
2.8,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.129817084780261,0.219173987884472
2.8,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.219173987884472,0.249996067310085
2.8,"50% subclinical","Mean incubation 4.5d","missed: had both",0.249996067310085,0.254531098106728
2.8,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.254531098106728,0.286780205993962
2.8,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.286780205993962,0.374711413474158
2.8,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.374711413474158,1
2.9,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0907101485826905
2.9,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0907101485826905,0.136174641153556
2.9,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.136174641153556,0.2275248139677
2.9,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.2275248139677,0.258017255521607
2.9,"50% subclinical","Mean incubation 4.5d","missed: had both",0.258017255521607,0.262653448502776
2.9,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.262653448502776,0.295621931924422
2.9,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.295621931924422,0.382463063604972
2.9,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.382463063604972,1
3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0975005695378811
3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0975005695378811,0.142625541060987
3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.142625541060987,0.235827066344187
3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.235827066344187,0.265991787409548
3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.265991787409548,0.270721940008507
3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.270721940008507,0.304358580712218
3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.304358580712218,0.390122591309342
3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.390122591309342,1
3.1,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.104366966274538
3.1,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.104366966274538,0.149148617960811
3.1,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.149148617960811,0.244063215455928
3.1,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.244063215455928,0.273902825372142
3.1,"50% subclinical","Mean incubation 4.5d","missed: had both",0.273902825372142,0.278719919605916
3.1,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.278719919605916,0.312974811934981
3.1,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.312974811934981,0.397676547449847
3.1,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.397676547449847,1
3.2,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.111287822615815
3.2,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.111287822615815,0.155723431485024
3.2,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.155723431485024,0.252217018612418
3.2,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.252217018612418,0.281734767877717
3.2,"50% subclinical","Mean incubation 4.5d","missed: had both",0.281734767877717,0.286631998803356
3.2,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.286631998803356,0.32145675205234
3.2,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.32145675205234,0.4051127689226
3.2,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.4051127689226,1
3.3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.118242501765481
3.3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.118242501765481,0.162330376677207
3.3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.162330376677207,0.260273525576045
3.3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.260273525576045,0.289473254829622
3.3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.289473254829622,0.294444053739901
3.3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.294444053739901,0.329791957101888
3.3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.329791957101888,0.41242034595234
3.3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.41242034595234,1
3.4,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.12521133869003
3.4,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.12521133869003,0.168950771755529
3.4,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.168950771755529,0.268219072075776
3.4,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.268219072075776,0.297105161335943
3.4,"50% subclinical","Mean incubation 4.5d","missed: had both",0.297105161335943,0.302143214171745
3.4,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.302143214171745,0.337969367670782
3.4,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.337969367670782,0.41958958261548
3.4,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.41958958261548,1
3.5,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.132175711880022
3.5,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.132175711880022,0.175566926286021
3.5,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.175566926286021,0.276041262863876
3.5,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.276041262863876,0.304618581435038
3.5,"50% subclinical","Mean incubation 4.5d","missed: had both",0.304618581435038,0.309717842877899
3.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.309717842877899,0.345979257582689
3.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.345979257582689,0.426611951853316
3.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.426611951853316,1
3.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.139118096458055
3.6,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.139118096458055,0.182162191635152
3.6,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.182162191635152,0.283728945823913
