"days.since.exposed","fever","meanIncubate","outcome","yymin","yymax"
2.1,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.0897849235764152,0.0897849235764152
2.1,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.0897849235764152,0.0897849235764152
2.1,"50% subclinical","Mean incubation 4.5d","missed: had both",0.0897849235764152,0.0924771364500072
2.1,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.0924771364500072,0.106835605109165
2.1,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.106835605109165,0.247861562197191
2.1,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.247861562197191,1
2.2,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0472314825720103
2.2,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0472314825720103,0.0948699084434098
2.2,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.0948699084434098,0.0948699084434098
2.2,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.0948699084434098,0.0948699084434098
2.2,"50% subclinical","Mean incubation 4.5d","missed: had both",0.0948699084434098,0.0979062180373247
2.2,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.0979062180373247,0.114099869204871
2.2,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.114099869204871,0.253978837225155
2.2,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.253978837225155,1
2.3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0528444666998251
2.3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0528444666998251,0.100202243364834
2.3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.100202243364834,0.100202243364834
2.3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.100202243364834,0.100202243364834
2.3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.100202243364834,0.10359938765268
2.3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.10359938765268,0.121717490521191
2.3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.121717490521191,0.260393676228372
2.3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.260393676228372,1
2.4,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0586956847035959
2.4,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0586956847035959,0.105760900468416
2.4,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.105760900468416,0.105760900468416
2.4,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.105760900468416,0.105760900468416
2.4,"50% subclinical","Mean incubation 4.5d","missed: had both",0.105760900468416,0.109534194485076
2.4,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.109534194485076,0.129658429240594
2.4,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.129658429240594,0.267080782518395
2.4,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.267080782518395,1
2.5,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0647621823156459
2.5,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0647621823156459,0.111524073199864
2.5,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.111524073199864,0.111524073199864
2.5,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.111524073199864,0.111524073199864
2.5,"50% subclinical","Mean incubation 4.5d","missed: had both",0.111524073199864,0.115687356348727
2.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.115687356348727,0.137891533142662
2.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.137891533142662,0.274013922646452
2.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.274013922646452,1
2.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0710205042974799
2.6,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0710205042974799,0.117469479082606
2.6,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.117469479082606,0.117469479082606
2.6,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.117469479082606,0.117469479082606
2.6,"50% subclinical","Mean incubation 4.5d","missed: had both",0.117469479082606,0.122035082930301
2.6,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.122035082930301,0.146384970118008
2.6,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.146384970118008,0.281166290625691
2.6,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.281166290625691,1
2.7,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0774469811372891
2.7,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0774469811372891,0.123574632080425
2.7,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.123574632080425,0.123574632080425
2.7,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.123574632080425,0.123574632080425
2.7,"50% subclinical","Mean incubation 4.5d","missed: had both",0.123574632080425,0.128553366582107
2.7,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.128553366582107,0.155106617257749
2.7,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.155106617257749,0.288510835585473
2.7,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.288510835585473,1
2.8,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0840179839792225
2.8,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0840179839792225,0.129817084780261
2.8,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.129817084780261,0.129817084780261
2.8,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.129817084780261,0.129817084780261
2.8,"50% subclinical","Mean incubation 4.5d","missed: had both",0.129817084780261,0.135218240893211
2.8,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.135218240893211,0.164024406828945
2.8,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.164024406828945,0.296020553119111
2.8,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.296020553119111,1
2.9,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0907101485826905
2.9,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0907101485826905,0.136174641153556
2.9,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.136174641153556,0.136174641153556
2.9,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.136174641153556,0.136174641153556
2.9,"50% subclinical","Mean incubation 4.5d","missed: had both",0.136174641153556,0.142006007848158
2.9,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.142006007848158,0.173106630219366
2.9,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.173106630219366,0.303668741237361
2.9,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.303668741237361,1
3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.0975005695378811
3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.0975005695378811,0.142625541060987
3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.142625541060987,0.142625541060987
3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.142625541060987,0.142625541060987
3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.142625541060987,0.148893434816994
3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.148893434816994,0.182322201515696
3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.182322201515696,0.311429222329007
3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.311429222329007,1
3.1,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.104366966274538
3.1,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.104366966274538,0.149148617960811
3.1,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.149148617960811,0.149148617960811
3.1,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.149148617960811,0.149148617960811
3.1,"50% subclinical","Mean incubation 4.5d","missed: had both",0.149148617960811,0.155857922935603
3.1,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.155857922935603,0.191640882801159
3.1,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.191640882801159,0.319276532885187
3.1,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.319276532885187,1
3.2,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.111287822615815
3.2,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.111287822615815,0.155723431485024
3.2,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.155723431485024,0.155723431485024
3.2,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.155723431485024,0.155723431485024
3.2,"50% subclinical","Mean incubation 4.5d","missed: had both",0.155723431485024,0.162877648653183
3.2,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.162877648653183,0.201033473550034
3.2,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.201033473550034,0.327186082989502
3.2,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.327186082989502,1
3.3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.118242501765481
3.3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.118242501765481,0.162330376677207
3.3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.162330376677207,0.162330376677207
3.3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.162330376677207,0.162330376677207
3.3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.162330376677207,0.16993168036213
3.3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.16993168036213,0.210471966681724
3.3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.210471966681724,0.335134287731978
3.3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.335134287731978,1
3.4,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.12521133869003
3.4,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.12521133869003,0.168950771755529
3.4,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.168950771755529,0.168950771755529
3.4,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.168950771755529,0.168950771755529
3.4,"50% subclinical","Mean incubation 4.5d","missed: had both",0.168950771755529,0.177000072099888
3.4,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.177000072099888,0.21992967393647
3.4,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.21992967393647,0.343098672788606
3.4,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.343098672788606,1
3.5,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.132175711880022
3.5,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.132175711880022,0.175566926286021
3.5,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.175566926286021,0.175566926286021
3.5,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.175566926286021,0.175566926286021
3.5,"50% subclinical","Mean incubation 4.5d","missed: had both",0.175566926286021,0.184063936335451
3.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.184063936335451,0.229381323265744
3.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.229381323265744,0.351057956434311
3.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.351057956434311,1
3.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.139118096458055
